,category,text,labels
24968,health,倡導子宮頸癌防治環台路跑很熱血,1
24969,edu,公勝保經攜手雄一科、中科大建教合作,0
24970,sports,布豪相擁照經典英雄相惜,3
24971,politics,任港經發會劉憶如自清沒出走,2
24972,edu,基測在即,0
24973,health,星醫生:老花眼像所得稅躲不了,1
24974,politics,養豬協會:就是反瘦肉精,2
24975,sports,星高球賽曾雅妮演獵鳥秀,3
24976,tech,安研雲端監測系統研發實力獲認同,4
24977,sports,麥克羅伊封球王史上第2年輕,3
24978,edu,孩子放寒假,0
24979,tech,欲轉虧為盈索尼將裁1萬人,4
24980,sports,魅力擋不住虎媽也成林書豪迷,3
24981,tech,私人太空艙月底發射NASA點頭,4
24982,travel,台南/紅葉公園關仔嶺賞蝶秘境,5
24983,tech,飲用水水質管制,4
24984,sports,建仔模擬賽登板飆146公里,3
24985,tech,WeChat狂潮語音短訊襲全台,4
24986,politics,59歲神采依舊,2
24987,travel,媽祖遶境到新港,5
24988,travel,嘉義/「紫雲庭園休閒民宿」美如樣品屋,5
24989,sports,上海林來瘋雙語籃球營超夯,3
24990,politics,北韓高層核談判代表下周訪問紐約,2
24991,politics,郭金龍:訪台受益匪淺,2
24992,sports,綠衫軍遭熊噬,3
24993,politics,陳菊喊話,2
24994,edu,阿美累了,0
24995,tech,華聖家園計畫難為無米炊,4
24996,tech,瑞典運送鈽廢料赴美處置〔〕瑞典外交部長畢爾德,4
24997,travel,坪林/騎單車賞桐初夏限定美景,5
24998,health,年節大魚大肉,1
24999,tech,北韓將發射「銀河三號」運載火箭,4
25000,edu,育養無血緣5子女,0
25001,tech,《信喵之野望》CCB測試圓滿成功,4
25002,health,研究:美國孩子太依賴父母,1
25003,politics,美牛加壓!美商務次長訪台喊卡,2
25004,health,醫改會:到藥局買藥一定「藥」注意的5件事,1
25005,travel,台北國際旅展,5
25006,travel,秋蟹報到!15種蟹料理好滋味,5
25007,politics,政院:近期不開放瘦肉精肉進口,2
25008,tech,"工商人語-智慧手機,對付不了痴",4
25009,travel,火山橋封閉重建會:等驗收,5
25010,sports,巴克利看衰尼克穩輸熱火公牛,3
25011,sports,「豪」宅難尋林書豪房事未定,3
25012,sports,美青姐見證北一女奪隊史首冠,3
25013,travel,桃園/蜜蜂故事八號館大溪開幕,5
25014,sports,強迫你更新,3
25015,tech,《偉大航道》公測即將啟航創意廣告花絮搶先看!,4
25016,health,怕痛?無痛內視鏡提供健檢新選擇!,1
25017,health,喝咖啡會增加青光眼風險嗎?,1
25018,health,罕病大陸無醫來台治療重生,1
25019,travel,苗栗》公館攬月莊體驗山居驚喜,5
25020,sports,尼克戰騎士林書豪PK爾文,3
25021,sports,2010冬運男子花式滑冰美國雷沙切克奪金,3
25022,health,痛風茶、咖啡、牛奶解禁,1
25023,tech,博通衛星定位架構快傳統十倍有線及無線通訊半導體解決方案廠商博通,4
25024,health,流感再奪3命,1
25025,tech,IBM發表「消費性電子產業研究報告」分析全球產業發展,4
25026,edu,為老人陪讀3年有成,0
25027,travel,欣賞神韻藝術團,5
25028,health,改造胃部,1
25029,sports,無緣奪冠曾雅妮:繼續加油,3
25030,health,天冷防登革熱病媒蚊轉往室內,1
25031,tech,需求減弱富士康稱虧損恐加重全球最大電子產品代工廠旗下的手機部門富士康國際,4
25032,edu,祥和國小超熱門,0
25033,sports,重攻輕守尼克苦吞5連敗,3
25034,travel,台北》藝文風吹拂北海岸與藝術家有約,5
25035,edu,「迎接歷史性一刻」99人小校,0
25036,sports,,3
25037,tech,辜仲諒要再用七年,4
25038,politics,《立委補選/竹縣》為利分合,2
25039,health,立榮網路當機金門班機延誤,1
25040,travel,東北角迎曙光盧廣仲陪你high到天亮,5
25041,politics,李明博:中國大陸應依國際規範處理脫北者南韓總統李明博,2
25042,edu,25家長連署要留下9巴掌老師,0
25043,tech,世界首創規格AspireTimelineUltraM3台灣開賣,4
25044,travel,妝點蘇澳港,5
25045,health,找到男性禿頭原因,1
25046,health,春節流感高峰,1
25047,health,加強防疫抗流感藥擴大對象,1
25048,tech,《誅神世界》極致裝備封神屠魔8888元寶慷慨相送,4
25049,travel,宜蘭/整修2年南澳古道23日開放,5
25050,edu,中縣/修平技術學院,0
25051,edu,鋼筋外露,0
25052,health,衛署擬配套只准進口牛含瘦精,1
25053,politics,台17造勢活動,2
25054,tech,享豐開發高速平面光學測量機,4
25055,sports,小布延約3年,3
25056,health,子宮內日記~談產前超音波檢查,1
25057,health,健保費率變動衛署澄清,1
25058,health,戰勝癌症的第一步接受治療勇敢面對,1
25059,health,補充保費引議,1
25060,edu,賴明堂事業有成,0
25061,travel,夏戀嘉年華/消費滿千元來抽花園別墅,5
25062,politics,港選舉/港民調權威:台灣選前禁止公布民調,2
25063,sports,莊佳容,3
25064,sports,NBA/「豪」友費爾德斯,3
25065,tech,超級電腦願景,4
25066,politics,胡為真訪王金平,2
25067,sports,強棒出擊,3
25068,politics,留任到2月底,2
25069,politics,台聯堅持美牛修法逕付二讀,2
25070,tech,群英社最新代理電視動畫《影子籃球員》4月8日起與日本同步播出!,4
25071,health,保健食品成果發表興大登場,1
25072,edu,評鑑未達標2社福機構停辦,0
25073,edu,郝推電子書包,0
25074,politics,朱立倫掌新北市,2
25075,edu,弱勢孩子成長故事,0
25076,sports,林書豪台灣之光公仔銷售一空,3
25077,sports,「豪」打湖人球衣,3
25078,edu,參加夏令營注意事項,0
25079,health,衛署訪藥師民眾用藥觀錯誤一籮筐,1
25080,sports,官網排先發建仔第5號,3
25081,edu,孩童挑食,0
25082,sports,林書豪再寫歷史巨星球場助陣,3
25083,travel,茶花之旅》陽明山茶樹捎來富貴氣息,5
25084,edu,台大社團挺劉連署,0
25085,health,不知道看哪醫科?找家醫科就對了,1
25086,edu,國文課制定標準,0
25087,edu,永不放棄,0
25088,travel,台北》淡水英專路小吃精華處,5
25089,edu,70歲戴方帽,0
25090,edu,免費英語體驗活動台中英語公益正,0
25091,health,美發現2種新血型東亞常見,1
25092,travel,台南》七股鹽山遙想曬鹽年代,5
25093,travel,荷蘭退休外交官導遊台灣美,5
25094,sports,南韓假球風波職棒球員遭逮捕,3
25095,edu,公用頻道人才培訓提升媒體近用力,0
25096,edu,自由之星》吳德榮,0
25097,travel,信義踏雪尋梅周日開鑼,5
25098,politics,卸任黨主席蔡英文將投身公益,2
25099,travel,十八尖山賞花月今開幕「新」花綻放2012年十八尖山賞花月今,5
25100,tech,求穩不求快,4
25101,travel,台東》野菜之旅/達魯瑪克部落戲水洗愛玉,5
25102,politics,雙北主委戰,2
25103,travel,富豪之旅》前菜/郵輪海上華麗冒險,5
25104,politics,上回被消滅心裡很受傷威廉斯耍開了上了一堂復仇課,2
25105,travel,杜鵑三月天開在都會與山林的百變春花,5
25106,tech,4G釋照,4
25107,travel,吃在農村/一佳村青草園創意養身餐,5
25108,health,油條影響藥物吸收?,1
25109,tech,"Efunfun《修仙魂》勁爆封測神魔護航,全新伺服器緊急追加",4
25110,politics,瘦肉精安全量,2
25111,travel,新北市/龜吼漁港買海產、魚貨最便利,5
25112,politics,績效獎金案工會14日赴政院,2
25113,health,視覺神經-腦下垂體腫瘤作祟雙眼視茫茫,1
25114,sports,MLB/親球舉動惹惱運動家,3
25115,health,初經早來或晚來問題出在哪?,1
25116,health,長期荷爾蒙療法乳癌風險增高,1
25117,tech,不是本人也OK!,4
25118,travel,宜蘭/車棚長梨子?是公共藝術啦!,5
25119,sports,波許36分爆發,3
25120,health,出血誤認為痔瘡,1
25121,edu,臺南大學宿舍迎接新生「開齋」日用心喜迎新鮮人,0
25122,politics,陳,2
25123,travel,鯉魚潭》玩/划船試身手1小時100元,5
25124,edu,女同志老師教室嘿咻被抓包美國,0
25125,travel,礁溪/呂美麗精雕藝術館賞仿真之美,5
25126,sports,世大運論壇首次台北登場,3
25127,politics,尊重包容.幸福彰化慶婦女節彰化縣慶祝婦女節系列活動於昨,2
25128,sports,安置受暴婦女,3
25129,travel,高雄旗美》7路線悠遊美濃原鄉情,5
25130,tech,,4
25131,sports,牛輸球,3
25132,travel,"台南》遊安平水、陸都浪漫四草搭竹筏遊「綠色隧道」,來一趟特殊生態之旅。",5
25133,travel,台中》冬天這樣玩騎車、泡湯、享美食,5
25134,health,手術後嘔吐噁心,1
25135,tech,驚!地層下陷20公分,4
25136,edu,豬公賽跑,0
25137,edu,北市六位技職達人,0
25138,sports,假球案,3
25139,edu,洪曉蕾,0
25140,sports,林書豪領軍5日凌晨戰綠衫軍,3
25141,politics,施顏祥:美牛不解不利我經貿行政院昨天,2
25142,tech,恐龍時代就存在,4
25143,tech,PS,4
25144,sports,挑戰「基」情回憶,3
25145,sports,史騰迷林來瘋費德勒也哈林書豪,3
25146,health,針灸復健,1
25147,politics,金正恩視察38度線,2
25148,tech,北韓稱衛星發射進入實際運轉,4
25149,tech,《S4超特攻聯盟》正式宣布4月11日全面公測,4
25150,travel,衝買氣國際旅展殺很大,5
25151,tech,全新FPS遊戲《自由之心》首波焦點測試3月31日正式展開!,4
25152,tech,新iPad登場美中有不足,4
25153,sports,陳冲報告美牛攪局,3
25154,travel,花開武陵》賞蝶賞鳥步道輕鬆進入森林世界,5
25155,edu,直升機父母成天碎碎念,0
25156,health,公費克流感藥擴大適用至月底,1
25157,politics,王金平:政院應與在野黨多溝通,2
25158,sports,2勇警搏3犬,3
25159,sports,MLB/國民隊開訓,3
25160,travel,郊山樂》草嶺線步道賞水牛漫步小草原,5
25161,travel,2012台北國際自行車展,5
25162,politics,千萬辦一場活動,2
25163,tech,劉漢壽:美中台應合力開發太空,4
25164,sports,明天凌晨尼克對決綠衫軍全能隆多把關鬥力不如智取,3
25165,tech,工研院12/9辦台資企業CEO綠色供應鏈論壇,4
25166,health,抗藥性瘧疾泰緬也現蹤,1
25167,travel,豐收的季節到阿里山品嘗甜柿,5
25168,health,男子中風逾六小時,1
25169,tech,宏碁:3年內觸控筆電成主流,4
25170,travel,頭社/檳榔小徑美如電影場景,5
25171,health,"Yes,錢能買到幸福",1
25172,travel,台北》金色水岸古色古香讓人駐足,5
25173,health,豬農簽切結陳保基:自主管理,1
25174,edu,對抗病魔,0
25175,sports,郭泓志不死鳥韓媒專訪並肯定,3
25176,health,縣市加碼兒福補助肺炎疫苗,1
25177,tech,豆花妹愛心便當10分鐘秒殺100個!,4
25178,edu,演說比賽,0
25179,health,輕熟女抗初老撒錢醫美不手軟,1
25180,sports,蔣智賢與水手簽1年合約,3
25181,tech,推特售用戶貼文爆隱私爭議,4
25182,travel,10天10夜吸睛、震撼、難忘...,5
25183,edu,孩子教養問題可撥幫幫我專線,0
25184,travel,富比世旅遊:全球頂級酒店城市,5
25185,tech,《魔界村Online》韓國二次封測提供PVP對戰,4
25186,travel,東港迎王祭典壓軸高潮登場,5
25187,sports,9洞僅抓1鳥曾雅妮暫排16,3
25188,travel,台中》東勢林場白天與夜晚皆美麗,5
25189,travel,十大觀光小城/綠色、慢遊南投集集好樂活,5
25190,politics,楊秋興參選心意決,2
25191,health,躁鬱症患者,1
25192,health,調查:日核爆受害者罹癌風險較一般人高出許多,1
25193,travel,宜蘭/咖啡館飄香還幫旅客打氣充電,5
25194,sports,書豪失誤多教練稱是學習機會,3
25195,health,清明疏運台鐵台中加13班次,1
25196,travel,新竹/風城之美藝術節列車上路,5
25197,tech,日震斷鏈冷宮產業翻紅日本索尼,4
25198,sports,NBA/「飆風玫瑰」首次球隊練習,3
25199,travel,台東/海濱單車逍遙遊騎在森林綠意中,5
25200,politics,署桃:扁冠心症需在院診療一週,2
25201,edu,國文2題社會4題,0
25202,sports,「豪神」炫風不斷,3
25203,travel,新北一日遊Janet教你玩平溪,5
25204,sports,中華職棒/加入桃猿後援會,3
25205,tech,臉書忙併購IPO將延後全球社群網站龍頭臉書,4
25206,travel,台北南港山系/熱門郊山路線遠眺城市美景,5
25207,tech,北韓堅射衛星,4
25208,sports,中職/聯盟會長交接,3
25209,health,椎間盤退化,1
25210,edu,教育短波-教育白皮書明年元月公布,0
25211,edu,百萬人應考搶當公務員,0
25212,politics,總統:物價指數應宏觀比較,2
25213,sports,國台辦發言人:欣賞林書豪球技,3
25214,travel,景點》中坡南路40巷口前,5
25215,sports,《大醫院小醫師》有信仰的愛情較能長久,3
25216,travel,苗栗/暑氣全消fun遊「三義」木雕嘉年華,5
25217,tech,女用戶多社群網站出招找男人,4
25218,politics,炮轟延坪島北韓司令傳遭撤換,2
25219,sports,大馬公開賽雅妮看好度第9,3
25220,politics,可望獲美免簽總統:國民素質提升成果馬英九總統今天,2
25221,tech,廣東省長:烏坎事件是深刻教訓,4
25222,health,松山飛金浦未來不排除第3家,1
25223,travel,台東/旅遊服務中心365天不打烊,5
25224,tech,邵庭完美詮釋勢利現實女大生,4
25225,travel,前10月來台陸客首破200萬人次,5
25226,health,蘇樹林稱沒招商未談具體項目,1
25227,tech,美滑板遊戲引擎問題多,4
25228,sports,季中選秀首辦抽籤定順位,3
25229,health,華航模擬飛行開放揪團體驗,1
25230,politics,江國慶案求償北軍院:未決定,2
25231,politics,金溥聰:東海和平倡議美智庫贊同,2
25232,edu,高中生研究跳蛛獲一等獎,0
25233,politics,挽救退休基金,2
25234,travel,那些年/其他推薦景點:鹿港老街,5
25235,sports,尼克作客溜馬戴維斯恐缺陣,3
25236,travel,★韓國Kospi指數10:00挫18.51點或0.93%報1981.85,5
25237,sports,英國公開賽/申智愛奪冠,3
25238,sports,妮妮獅城LPGA失利,3
25239,tech,《吞食天地3Online》邀玩家一起『呷』便當做公益,4
25240,health,割攝護腺非一勞永逸,1
25241,sports,闖進決賽,3
25242,health,登革熱不斷!48歲慢性病婦女染登革出血熱喪命,1
25243,travel,宜蘭》泰田農莊農家菜遊客愛,5
25244,politics,"防颱防汛竹縣提早備戰新竹縣政府消防局為提早備戰防颱、防汛工作,昨",2
25245,edu,大學甄選個人申請,0
25246,politics,入民進黨?,2
25247,travel,周末搶機票東京、首爾最多六折,5
25248,politics,「佛教執行力比政府高」,2
25249,tech,Efunfun《星曲》4/26璀璨瘋測!最新遊戲影片搶先釋出,4
25250,edu,服務單親家庭,0
25251,health,20件11件含可塑劑,1
25252,sports,超愛台林書豪暑假回家,3
25253,travel,桃園》白色大風車妝點優美海岸線,5
25254,sports,環台賽北市站台灣穿藍綠衫,3
25255,edu,龍目、林園社區,0
25256,tech,電玩宅速配,4
25257,tech,個人雲成數位生活新核心,4
25258,tech,智慧手機明年出貨上看11億支,4
25259,travel,美食/到瑞穗品嘗在地鳳梨滋味,5
25260,sports,紅襪奪冠功臣瓦瑞泰克退休,3
25261,health,瘦肉精修法立院14日攻防,1
25262,tech,荷男「展翅」高飛影片爆紅,4
25263,health,結核病推四合一藥物盼患者按時服藥明天,1
25264,health,台灣首見!高病原性H5N2禽流感,1
25265,travel,客家日傳統祈福補天穿民俗文化活動,5
25266,sports,春訓第一天,3
25267,sports,3分鐘砍18分「大帝秀」,3
25268,edu,技職學校求「生」,0
25269,sports,NBA/Kobe奚落前隊友,3
25270,travel,花蓮》遊太魯閣布洛灣有巴里島度假味,5
25271,travel,戀戀日月潭深秋最浪漫音樂花火饗宴,5
25272,sports,全英羽球公開賽戴資穎進8強,3
25273,tech,《遮天》萬人上線跑任務,4
25274,edu,父中風母扛家計,0
25275,travel,雲林》野趣、墨藝、咖啡...一日遊,5
25276,health,國際時尚服裝有毒,1
25277,travel,苗栗鳳凰花開一樹火紅,5
25278,tech,NEXX,4
25279,sports,"印地安泉大賽》德科維奇、費德勒逆轉晉級8強印地安泉網賽15日進入16強賽,TOP3除了納達爾",3
25280,sports,挑戰8連勝失敗,3
25281,tech,新iPad現身,4
25282,sports,百公斤重慣竊手粗,3
25283,travel,南迴公路大鳥休憩區遮雨棚原民風,5
25284,politics,查維斯首證實癌症復發,2
25285,edu,小百花藏書之家重創新,0
25286,politics,蔡英文顧飯碗,2
25287,health,吉野櫻怒放阿里山湧進2萬人,1
25288,health,《世紀專欄》林書豪與張德培在愛情上的堅守,1
25289,edu,BP封井進入最後階段,0
25290,sports,"高爾夫》世界排名第九週,一年來四度改朝換代!",3
25291,edu,乘四輪進校園,0
25292,edu,清水高中,0
25293,health,日喝豆漿2千cc,1
25294,health,健康足讚!,1
25295,sports,前室友:林書豪可成明星球員,3
25296,edu,指考成績單,0
25297,sports,MLB/強打捕手Posey復出,3
25298,sports,尼克明戰公牛,3
25299,politics,府深夜發稿宣布江組閣政院錯愕,2
25300,health,新生兒聽力篩檢早發現,1
25301,edu,撒下閱讀種子,0
25302,politics,劉德立拜會亞松森市長,2
25303,sports,富比世:林書豪市值千萬美元,3
25304,tech,男兒立志在沙場,4
25305,politics,阿塱壹掀戰火,2
25306,politics,台大醫院:連勝文開始進食,2
25307,tech,,4
25308,health,游泳訓練,1
25309,politics,因應美牛日韓經驗可資借鏡,2
25310,edu,台科大「變裝」男,0
25311,tech,成為「真‧聖殿騎士」?《刺客教條:啟示錄》u-play系統介紹,4
25312,politics,革命後首次埃及5月選總統,2
25313,edu,《少子化衝擊》4學校,0
25314,politics,卜睿哲提醒台灣:小心中共逼統,2
25315,edu,教育工作者多持肯定集體護鄉土同學「太優秀了」,0
25316,travel,南投》只要10分鐘登百岳級高山,5
25317,tech,瀰漫著死亡與危險的氣息,4
25318,health,廣角鏡/飼料含重金屬,1
25319,travel,春節9天長假出國旅遊商機大,5
25320,edu,彰市鬧區國中,0
25321,tech,"「神桌來了」丟掉鍵盤、滑鼠吧!蓋茲對於拋掉滑鼠此事念念不忘,有跡可循。先前微軟力挺的平板電腦",4
25322,tech,臉書首支形象廣告今出爐!,4
25323,health,國內線燃油費研議中機票恐漲,1
25324,travel,台中/「精彩火鍋」7肉品現點現切,5
25325,politics,中國軍費逾3兆,2
25326,tech,暴雪襲,4
25327,sports,點燈撫傷痛,3
25328,politics,藍建置預警系統即時反映民情,2
25329,tech,北韓形容光明星三號為氣象衛星,4
25330,health,個資不保,1
25331,health,市售海帶含鋁量超高恐影響生殖系統,1
25332,tech,《天魔傳說》熔煉系統上線,4
25333,tech,多功能複合機全彩時代來臨,4
25334,politics,開放瘦肉精美牛,2
25335,sports,NBA,3
25336,health,今年首例麻疹境外移入,1
25337,health,研究:農藥除蟲間接害慘蜜蜂,1
25338,politics,駁陳致中,2
25339,tech,收視率調查系統台10月自己來,4
25340,sports,創建者杯開賽,3
25341,edu,受刑人學做菜,0
25342,sports,《台南述記》立場,3
25343,edu,4年來新低,0
25344,edu,《教部徵文賽奪第二名》母語是手語,0
25345,edu,宜中李賦萱,0
25346,health,天氣忽冷忽熱當心血管疾病發作,1
25347,edu,關懷弱勢北縣家扶徵家庭夥伴,0
25348,edu,東海國高中合作基測升級,0
25349,sports,新秀賽掌聲多林書豪享受樂趣,3
25350,health,醫師:白蘭地無助打通血管,1
25351,sports,安麗盃登場金佳映拚連莊,3
25352,edu,中部本土社團,0
25353,politics,台大心血管中心揭牌,2
25354,politics,美牛後續,2
25355,sports,高爾夫》桑默海斯並列馬亞柯巴領先榜,3
25356,travel,台南/鏡面水庫超迷你宛如大水塘,5
25357,tech,北韓已發射火箭,4
25358,edu,宣導醫病夥伴關係,0
25359,politics,黨政高層不諱言,2
25360,edu,國中校長甄選,0
25361,health,鳥糞敷臉回春?,1
25362,politics,媒體建言:尼克快砸錢留人,2
25363,travel,秋日鮮玩花東盡享豐收的喜悅,5
25364,edu,遭生恐嚇師批校方不甩陳情控訴警吃案60師連署換校長,0
25365,edu,兒盟調查,0
25366,edu,一綱一本調查學生壓力不減,0
25367,edu,先天性心臟病友家人,0
25368,tech,LoyaltyPartnerSolutions,4
25369,politics,北市府花10年騎樓整平,2
25370,sports,NBA/失誤數直追得分,3
25371,edu,英文考題淺顯易懂,0
25372,sports,曾雅妮又封后同儕誇太厲害,3
25373,tech,絕種60年非洲青蛙現身很驚喜,4
25374,politics,學者:藍不能再一意孤行,2
25375,health,別吃垃圾食物,1
25376,health,H5N2不傳人?邱文達被釘滿頭包,1
25377,tech,羽田機場膠囊旅館,4
25378,edu,作弊vs.反作弊猶如一場007間諜戰,0
25379,travel,苗栗/巧克力雲莊適合親子同遊,5
25380,sports,高爾夫重返奧運,3
25381,health,今彩539開獎,1
25382,edu,97歲老學校,0
25383,tech,黃豆般鏡頭,4
25384,sports,張正偉、高國輝中華隊今擇一,3
25385,health,《自閉症》自閉症靠學習行為,1
25386,edu,20多歲結婚者離婚率最高,0
25387,edu,小泳將丁聖祐,0
25388,health,科納首季毛利率可望回升,1
25389,edu,一家3身障僅國中小妹在照顧,0
25390,health,"是否隱匿疫情?許天來李惠仁針鋒相對提出請辭的行政院農委會動植物防疫檢疫局長許天來,今天",1
25391,sports,<NBA>小麥火辣復出,3
25392,tech,盛況空前!狂賀《突擊風暴》上市大成功緊急加開伺服器!,4
25393,health,"天氣變化大當心躁鬱症▲養成規律運動的習慣,學習壓力調適和放鬆技巧,有助於穩定躁鬱症病情。",1
25394,politics,彰化縣議員選情,2
25395,health,宜花東郵輪列車4月中首航,1
25396,edu,安養院品質堪虞,0
25397,health,雷射近視手術,1
25398,health,鰴漿菌肆虐,1
25399,edu,"精神病友工作復健增自信「烤肉囉!」彰化醫院百位精神科病友超期待,精神科丁碩彥主任昨",0
25400,edu,資優選手養成先培養品德,0
25401,edu,中小學科展,0
25402,sports,馬恰多攻守俱佳氣走光芒,3
25403,travel,發現新野柳漁村巷弄走一遭,5
25404,tech,賣水工程廢土,4
25405,sports,大聯盟今開幕,3
25406,travel,苗栗/華陶窯植物園怡情養性尋寶樂,5
25407,health,鋒面快速過午後風大轉涼,1
25408,travel,琉球浮潛正夯海底生態一覽無遺,5
25409,travel,台中/東勢河濱公園營造美麗花海,5
25410,tech,玩家火力大比拼!《鋼鐵元帥》釋出「馬奇諾攻防戰」玩家心得分享,4
25411,edu,教育記事簿,0
25412,sports,地方篇-有Lin真好住房有優惠,3
25413,politics,新聞局忙卸招牌520走入歷史,2
25414,health,日本腦炎疫苗接種家有幼兒父母注意,1
25415,health,瑞典研究-維持親友親密互動人生七十才開始,1
25416,politics,印指標性地方選舉國大黨挫敗,2
25417,tech,《功夫派》黑白婆婆送禮,4
25418,politics,瘦肉精美牛,2
25419,travel,無毒採茶趣逍遙花蓮遊,5
25420,tech,台芝可搭配各式驗證系統,4
25421,health,食品含鋁超標衛署擬修改相關標準,1
25422,sports,妮妮手肘疼痛未影響揮桿,3
25423,edu,葉家成花式溜冰摘銀,0
25424,tech,發現號太空梭進駐博物館,4
25425,travel,雲林》古坑、北港大串連幸福滿溢的滋味,5
25426,edu,18歲以下禁酒/高中職調酒課,0
25427,edu,一中國醫藥大學學生菲國浮潛溺斃,0
25428,tech,網路色情廣告太猖獗,4
25429,health,過勞不只會發生在勞工,1
25430,politics,璩美鳳孩子的爹,2
25431,sports,NBA/魔術新教練團成型,3
25432,edu,讀好書過好年學校等嘸人,0
25433,politics,友透露,2
25434,edu,"家照者抱持555國人長期以來忽略家庭照顧者的身心壓力,家庭照顧者關懷總會秘書長簡璽如昨",0
25435,edu,丟掉PVC橡皮擦,0
25436,travel,宜蘭》水田上民宿宜蘭度假不趕場,5
25437,edu,金門地區學測考場明開放考生查看,0
25438,sports,品嘗林來瘋冰淇淋新口味,3
25439,health,骨質疏鬆年輕化怕曬太陽是主因?,1
25440,sports,本田賽壓伍茲麥克羅伊奪冠登球王,3
25441,health,台灣驚爆高病原性禽流感病毒!,1
25442,politics,整頓商圈,2
25443,tech,《潘達利亞之謎》滿等能玩什麼?暴雪公開更多PVP、PVE玩法,4
25444,travel,縱谷鄉鎮打造大地畫布美麗田園花博會,5
25445,travel,新竹/隱藏版彩虹村點亮竹東軟橋社區,5
25446,travel,莒光號紀念戳南迴瀧溪站獨有,5
25447,tech,聯合公園主唱獻電影配樂處女秀,4
25448,politics,最高院院長總統將任命楊鼎章,2
25449,sports,西區明星隊險勝杜蘭特MVP,3
25450,health,傑出女科學家勉學子,1
25451,travel,台南/棄台北101香港團就是要「無米樂」,5
25452,travel,台東/金針山花季悠閒忘憂太麻里,5
25453,sports,林書豪自爆:我曾自視甚高,3
25454,edu,勵馨個案,0
25455,sports,MLB/鈴木一朗為留洋基,3
25456,edu,反媒體壟斷,0
25457,health,巴塞爾BASELWORLD鐘表展-天梭表平價奢華,1
25458,edu,彰縣表揚180位保健志工,0
25459,sports,玉樹強震震出中國的求新與守舊,3
25460,sports,尼克致勝靠誰?,3
25461,travel,台南》孔廟商圈文人風味特濃,5
25462,edu,宜大太陽能光電班,0
25463,edu,世上最大昆蟲館,0
25464,tech,《誅神世界》?仙屠魔裝備拓印系統火爆上線,4
25465,politics,「根爛」敗選真話,2
25466,politics,郭台銘:政府大力處理美牛不願救DRAM,2
25467,edu,族語考試放榜城鄉成績拉近,0
25468,tech,《偉大航道》全新「艦船科技」發動最刺激海戰!,4
25469,health,近半數民眾有想過要矯正牙齒,1
25470,sports,林書豪炫風!,3
25471,edu,面對死亡課題,0
25472,health,錢大夫Q&A/皮膚長瘤,1
25473,health,大腿瘀傷時,1
25474,edu,華山黑貓送愛到府,0
25475,politics,馬要18%“瘦高官”關中:政治決定,2
25476,edu,金手獎亞軍,0
25477,tech,《激龍戰紀Online》菁英封測就在今天!BOSS攻略首度登場,4
25478,politics,立院談話會敲定24日開議,2
25479,sports,尼克碰籃網安東尼有望歸隊,3
25480,tech,《劍俠情緣3Online》蓋世輕功改版攻略3月7日讓你飛上天!,4
25481,health,燒烤牛舌黑鮪魚,1
25482,tech,《鬥破蒼穹》4月12日新服加開,4
25483,edu,"第1張日月潭悠遊券送單親媽媽日月潭國家風景區管理處首次發行悠遊券,日月潭風管處長曾國基",0
25484,politics,處理美牛議題府院黨多方溝通,2
25485,sports,尼克新教頭掛保證,3
25486,travel,"烏來》雲仙樂園/高空纜車,賞蕨+賞蝶",5
25487,edu,《觀察筆記》如何禦敵,0
25488,health,是失智症或老化?務必注意徵兆,1
25489,sports,明星週灌籃賽林書豪傳將現身,3
25490,sports,談「天價」教練,3
25491,politics,藍營黨政共識/縣市合併升格,2
25492,sports,徐生明返鄉,3
25493,tech,臉書版蓄勢待發!《跑跑卡丁車:衝鋒》即日起開放封測申請,4
25494,travel,台南/漁貨超鮮品嘗安平漁市的海滋味,5
25495,sports,印地安泉網賽費德瑞進4強,3
25496,politics,《立委補選/花縣》金溥聰罵流氓,2
25497,sports,強棒出擊,3
25498,politics,113登場/聽到關鍵字「火大」,2
25499,health,把關食的安全,1
25500,sports,印地安泉網賽謝淑薇女雙落敗,3
25501,politics,"免簽國增加年省逾8億元〔本報訊〕前總統陳水扁獲准戒護就醫,預計明",2
25502,tech,04月12日限時免費遊戲情報:海上巨賈養成計畫從今天開始,4
25503,politics,金評價兩極化,2
25504,health,染髮劑傷人,1
25505,travel,太平洋海灣會館沙湯海泉可飲可浴,5
25506,tech,Cannon,4
25507,sports,戴遐齡赴屏東慰問曾紀恩家屬,3
25508,tech,追蹤黑琵無線發報繫放啟動,4
25509,health,韓職樂天最有人氣民調3連霸,1
25510,politics,黃偉哲踢爆:銀行二手硬碟民眾借貸資訊全都露民進黨立委黃偉哲今,2
25511,tech,《范特西籃球》顛峰林書豪閃電登場加開新服「紐約區」!,4
25512,edu,新北星計劃擴大免試入學,0
25513,health,《神氣家族人生智慧寶庫》銀髮阿嬤的健康喜樂「心」泉源,1
25514,travel,台北》香草花緣偶像劇秘密花園,5
25515,edu,毒害校園,0
25516,edu,未婚聯誼,0
25517,tech,形象廣告臉書像椅子新頭殼newtalk2012.10.05記者李連傑/綜合報導臉書,4
25518,edu,補助提升國際影響力開始申請,0
25519,health,輪班族代謝症候群,1
25520,travel,花蓮》花蓮羊角邨大山大水的感動,5
25521,health,懷孕健康吃多運動寶寶頭好壯壯,1
25522,edu,「縣長獎」禮物3年前買的?,0
